couponId,Hour,Minimum Clicks/Minute,Minimum Clicks Minute,Maximum C/Min,Maximum Clicks Minute,Mean C/min,Median C/min ,Sample Standard Deviation
2546074,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2739023,00,0,0,2,32,0.03333333333333333,0.0,0.25819888974716126
2849216,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2242361,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2841660,00,0,0,1,18,0.03333333333333333,0.0,0.1810203347193924
1921738,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2596612,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
700853,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2709729,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2617935,00,0,0,1,17,0.03333333333333333,0.0,0.1810203347193924
2570386,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
2742619,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2665543,00,0,0,1,17,0.1,0.0,0.3025316904537664
2841682,00,0,0,5,51,0.1,0.0,0.6561314461114263
2841771,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
S160663,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2320335,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2762451,00,0,0,3,53,0.05,0.0,0.38729833462074165
2053352,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
2714465,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2745975,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
1128459,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2111031,00,0,0,2,9,0.2833333333333333,0.0,0.5237306419436752
2841882,00,0,0,1,20,0.05,0.0,0.21978417765108269
2823331,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
S166208,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
S248824,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
1772877,00,0,0,2,43,0.1,0.0,0.3541521266540118
2808565,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
876088,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2836987,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2335090,00,0,0,2,19,0.18333333333333332,0.0,0.4691017983072987
2534664,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
1258255,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
S145693,00,0,0,1,29,0.03333333333333333,0.0,0.18102033471939244
2400024,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2851940,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
1917659,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
2178885,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
S209586,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2747365,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
2842838,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
2640642,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
1060089,00,0,0,2,31,0.03333333333333333,0.0,0.25819888974716126
2757253,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
1702959,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2756731,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
2836834,00,0,0,1,8,0.08333333333333333,0.0,0.27871780678530217
S173918,00,0,0,1,5,0.03333333333333333,0.0,0.1810203347193924
2770651,00,0,0,1,38,0.03333333333333333,0.0,0.18102033471939247
2816768,00,0,0,2,58,0.1,0.0,0.39915164273532067
1243747,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
660520,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2281411,00,0,0,1,25,0.05,0.0,0.2197841776510827
S141687,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2456700,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2846859,00,0,0,3,23,0.05,0.0,0.3872983346207413
2634943,00,0,0,2,39,0.08333333333333333,0.0,0.38141870167664915
S154980,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2837889,00,0,0,2,42,0.13333333333333333,0.0,0.38911750073535756
2794245,00,0,0,1,2,0.1,0.0,0.3025316904537663
1459198,00,0,0,1,35,0.03333333333333333,0.0,0.18102033471939247
2849199,00,0,0,4,48,0.9833333333333333,1.0,1.1570222836971429
2849246,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2844124,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
S140073,00,0,0,1,3,0.03333333333333333,0.0,0.18102033471939238
998742,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2752022,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2436280,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2756865,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2848853,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
1602900,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2583764,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2768179,00,0,0,2,33,0.11666666666666667,0.0,0.4154502016565847
2747583,00,0,0,2,14,0.03333333333333333,0.0,0.2581988897471614
2612622,00,0,0,2,17,0.23333333333333334,0.0,0.49971743428090787
1994516,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
S174219,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2752099,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2708106,00,0,0,1,14,0.03333333333333333,0.0,0.1810203347193924
S137459,00,0,0,1,34,0.03333333333333333,0.0,0.18102033471939247
2798235,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2035812,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
1619254,00,0,0,1,12,0.03333333333333333,0.0,0.1810203347193924
315665,00,0,0,1,10,0.05,0.0,0.21978417765108266
2706996,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
1117841,00,0,0,1,32,0.03333333333333333,0.0,0.18102033471939247
2772595,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
1686887,00,0,0,1,46,0.03333333333333333,0.0,0.1810203347193925
2697455,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2844345,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
2836087,00,0,0,1,45,0.03333333333333333,0.0,0.1810203347193925
435552,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
2710961,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
1469003,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2841680,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
1316844,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
S190708,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2755706,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2765320,00,0,0,2,15,0.11666666666666667,0.0,0.37242524749505296
2783635,00,0,0,1,4,0.08333333333333333,0.0,0.2787178067853024
2837448,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2761103,00,0,0,1,14,0.03333333333333333,0.0,0.1810203347193924
2827835,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2091508,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
1769544,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
2634645,00,0,0,1,53,0.03333333333333333,0.0,0.1810203347193925
2825358,00,0,0,2,38,0.08333333333333333,0.0,0.3340388014946091
683612,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2566859,00,0,0,2,45,0.05,0.0,0.2867113353714995
2767973,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
S161643,00,0,0,1,1,0.03333333333333333,0.0,0.18102033471939238
2847341,00,0,0,1,42,0.03333333333333333,0.0,0.18102033471939247
2822597,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2845769,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2771786,00,0,0,2,12,0.05,0.0,0.28671133537150006
2757962,00,0,0,1,1,0.03333333333333333,0.0,0.18102033471939238
2839557,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2788151,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2459440,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2687656,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
S139657,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2773131,00,0,0,1,48,0.03333333333333333,0.0,0.1810203347193925
2738617,00,0,0,1,4,0.15,0.0,0.3600847357902755
2554029,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2801781,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
1324393,00,0,0,1,2,0.03333333333333333,0.0,0.18102033471939238
2655950,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
1177377,00,0,0,1,27,0.03333333333333333,0.0,0.18102033471939244
2685310,00,0,0,1,2,0.03333333333333333,0.0,0.18102033471939238
2793583,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2816770,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
S165507,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2715020,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2655614,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
1811070,00,0,0,2,51,0.08333333333333333,0.0,0.3340388014946093
1390466,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2608172,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2714417,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2835503,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2823460,00,0,4,7,34,1.9,2.0,1.7242045574502478
2772306,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2806763,00,0,0,1,6,0.16666666666666666,0.0,0.3758230140014146
2849669,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
1324354,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2776927,00,0,1,3,0,0.05,0.0,0.3872983346207411
S177204,00,0,0,1,17,0.03333333333333333,0.0,0.1810203347193924
2475373,00,0,0,1,30,0.03333333333333333,0.0,0.18102033471939247
2851424,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2803395,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
S161324,00,0,0,3,9,0.05,0.0,0.3872983346207412
2783414,00,0,0,1,30,0.03333333333333333,0.0,0.18102033471939247
S154749,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2655074,00,0,0,1,9,0.05,0.0,0.21978417765108266
S162669,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2819413,00,0,0,1,13,0.03333333333333333,0.0,0.1810203347193924
2835708,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
1836882,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2690782,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2837232,00,0,0,1,23,0.05,0.0,0.21978417765108269
1491950,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2787666,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2685108,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
2849767,00,0,0,2,12,0.16666666666666666,0.0,0.4572084295183095
2102631,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
1811123,00,0,0,3,12,0.05,0.0,0.3872983346207412
2697683,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2837883,00,0,0,2,53,0.15,0.0,0.40442468029770184
2574688,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2506295,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2800202,00,0,0,2,48,0.05,0.0,0.28671133537149956
S138176,00,0,0,2,58,0.05,0.0,0.2867113353714995
2765085,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
1740135,00,0,0,1,5,0.03333333333333333,0.0,0.1810203347193924
2830391,00,0,0,1,16,0.05,0.0,0.21978417765108269
2079213,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2772620,00,0,0,1,2,0.21666666666666667,0.0,0.41545020165658497
2830355,00,0,0,1,28,0.05,0.0,0.2197841776510827
2831464,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2789934,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2844045,00,0,0,1,39,0.03333333333333333,0.0,0.18102033471939247
2730857,00,0,0,3,1,0.6,0.0,0.8868149062606588
2694196,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
1950477,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2736692,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
S158483,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2736548,00,0,0,1,7,0.03333333333333333,0.0,0.1810203347193924
2476876,00,0,0,1,9,0.03333333333333333,0.0,0.1810203347193924
2779758,00,0,0,1,31,0.05,0.0,0.2197841776510827
S233240,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2782517,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2641182,00,0,1,2,40,0.2,0.0,0.4434074531303294
S146928,00,0,0,1,13,0.05,0.0,0.21978417765108266
2850409,00,0,0,2,52,0.1,0.0,0.3541521266540117
2487424,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2847410,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
1641951,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
1985056,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2748141,00,0,0,1,2,0.03333333333333333,0.0,0.18102033471939238
1692668,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2330592,00,0,0,1,13,0.03333333333333333,0.0,0.1810203347193924
2082227,00,0,0,1,7,0.03333333333333333,0.0,0.1810203347193924
1387817,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
1857753,00,0,0,2,40,0.03333333333333333,0.0,0.2581988897471612
2104715,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
1941574,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2478766,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
S202238,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2846442,00,0,0,1,24,0.06666666666666667,0.0,0.25154887429323164
2850710,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2847463,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
S243155,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2790443,00,0,0,1,50,0.03333333333333333,0.0,0.1810203347193925
1769633,00,0,0,1,41,0.03333333333333333,0.0,0.18102033471939247
2850668,00,0,0,1,3,0.05,0.0,0.21978417765108266
2342491,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2843749,00,0,0,2,10,0.03333333333333333,0.0,0.2581988897471614
608892,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
S149554,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
1974450,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
1640665,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2083273,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2510688,00,0,0,1,12,0.03333333333333333,0.0,0.1810203347193924
2744525,00,0,0,1,11,0.03333333333333333,0.0,0.1810203347193924
1883130,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2687916,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2483460,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
S142792,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
S141145,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2709595,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2093898,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2772709,00,0,0,3,12,0.31666666666666665,0.0,0.6507275372101717
2783128,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2522921,00,0,0,2,38,0.05,0.0,0.28671133537149973
2457672,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2842204,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
2735520,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2696836,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2850413,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
2694400,00,0,0,1,12,0.05,0.0,0.21978417765108266
2839437,00,0,0,3,48,0.15,0.0,0.4809947319913077
2797960,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2093235,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2519479,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
S136586,00,0,0,2,56,0.1,0.0,0.35415212665401186
2834746,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2471788,00,0,0,1,6,0.03333333333333333,0.0,0.1810203347193924
2505890,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2739601,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
S232163,00,0,0,5,57,0.08333333333333333,0.0,0.6454972243679028
2766817,00,0,0,2,9,0.03333333333333333,0.0,0.2581988897471614
2746676,00,0,0,1,18,0.03333333333333333,0.0,0.1810203347193924
2770862,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
S136594,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
S181675,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
1779785,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2526234,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2835444,00,0,1,2,5,0.06666666666666667,0.0,0.31172927556284746
2795531,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
1392929,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2063663,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2730549,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
S140880,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2833899,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2070969,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
S160299,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2791079,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2663916,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
S151513,00,0,0,2,41,0.06666666666666667,0.0,0.3117292755628477
1683161,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
1983043,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
2527957,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2477158,00,0,0,1,32,0.05,0.0,0.21978417765108274
2720378,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2079425,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2714416,00,0,0,1,6,0.05,0.0,0.21978417765108266
2819374,00,0,0,2,56,0.08333333333333333,0.0,0.3340388014946092
2702207,00,0,0,2,9,0.08333333333333333,0.0,0.33403880149460924
2744547,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2847309,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2842695,00,0,0,3,41,0.1,0.0,0.43956835530216554
498789,00,0,0,1,31,0.03333333333333333,0.0,0.18102033471939247
2773943,00,0,0,2,9,0.05,0.0,0.28671133537149956
2264295,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2175663,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
1500361,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2746171,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2685266,00,0,0,1,27,0.03333333333333333,0.0,0.18102033471939244
1957376,00,0,0,2,26,0.08333333333333333,0.0,0.3340388014946092
2790468,00,0,0,1,13,0.03333333333333333,0.0,0.1810203347193924
2783029,00,0,0,2,15,0.15,0.0,0.40442468029770207
2808647,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2816894,00,0,0,2,57,0.05,0.0,0.2867113353714995
2615075,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2800512,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
1778445,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2841668,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
2834597,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2417639,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2009002,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
S159953,00,0,0,2,27,0.05,0.0,0.28671133537149984
2851226,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
S145868,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2472206,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2617546,00,0,0,2,56,0.03333333333333333,0.0,0.2581988897471611
2836705,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
2666505,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
1905879,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2475453,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
1879602,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2457109,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
1760165,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2800921,00,0,0,1,46,0.03333333333333333,0.0,0.1810203347193925
1129524,00,0,1,1,0,0.05,0.0,0.21978417765108266
1900594,00,0,0,1,42,0.03333333333333333,0.0,0.18102033471939247
2848268,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2842238,00,0,0,2,48,0.08333333333333333,0.0,0.33403880149460907
2846485,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
S143815,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
2843183,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2744042,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2603907,00,0,0,1,42,0.03333333333333333,0.0,0.18102033471939247
2380457,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
S204664,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2837756,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2589228,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2608583,00,0,0,2,59,0.03333333333333333,0.0,0.2581988897471611
2688336,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
1849757,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2850622,00,0,0,1,4,0.11666666666666667,0.0,0.3237317715130935
2507696,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
1476148,00,0,0,1,32,0.03333333333333333,0.0,0.18102033471939247
1881208,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2816509,00,0,0,1,3,0.05,0.0,0.21978417765108266
2823010,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
S163790,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2262324,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
S141526,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2848962,00,0,0,1,2,0.06666666666666667,0.0,0.2515488742932315
1629388,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
1680122,00,0,0,1,28,0.03333333333333333,0.0,0.18102033471939244
2768620,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
1042097,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2768948,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
1849749,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
1511940,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2836626,00,0,0,2,8,0.31666666666666665,0.0,0.6507275372101717
2849680,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2848952,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2800248,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
2837973,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2176728,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2845410,00,0,0,2,28,0.03333333333333333,0.0,0.25819888974716126
2851152,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2529650,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2618162,00,0,0,1,2,0.08333333333333333,0.0,0.27871780678530217
2851931,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
S159449,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
2721768,00,0,0,2,34,0.03333333333333333,0.0,0.25819888974716126
2767494,00,0,0,1,17,0.05,0.0,0.21978417765108269
2796198,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
523442,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2531853,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2620121,00,0,0,1,38,0.03333333333333333,0.0,0.18102033471939247
2766675,00,0,0,2,27,0.15,0.0,0.404424680297702
2841849,00,0,0,2,56,0.1,0.0,0.3541521266540117
2774694,00,0,0,1,51,0.05,0.0,0.21978417765108277
S200756,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2694410,00,0,0,1,37,0.03333333333333333,0.0,0.18102033471939247
2770482,00,0,0,1,4,0.03333333333333333,0.0,0.1810203347193924
1876819,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2847307,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
1811539,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2633696,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2087062,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
S189615,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2673653,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2847760,00,0,0,1,21,0.03333333333333333,0.0,0.1810203347193924
2027554,00,0,0,1,55,0.03333333333333333,0.0,0.18102033471939252
1846846,00,0,1,1,0,0.05,0.0,0.21978417765108266
2091279,00,0,0,3,5,0.13333333333333333,0.0,0.5030977485864627
2382638,00,0,0,1,8,0.06666666666666667,0.0,0.2515488742932317
2758067,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2782123,00,0,0,2,27,0.06666666666666667,0.0,0.3117292755628476
2362587,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2687455,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2847032,00,0,0,1,5,0.05,0.0,0.21978417765108266
S189396,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
S156817,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2809599,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
715194,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2200799,00,0,0,1,29,0.03333333333333333,0.0,0.18102033471939247
2781297,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
